transaction_amount,transaction_hour,account_age_days,num_transactions_last_24h,distance_from_home_km,is_fraud
112.43,20,837,2,22.34,0
64.9,10,63,7,15.73,0
79.65,11,854,6,9.39,0
253.5,15,1234,1,20.06,0
120.75,9,1127,2,4.73,0
186.96,22,268,2,6.87,0
152.43,11,52,7,39.8,1
315.49,9,692,1,3.56,0
119.59,0,617,3,0.1,0
34.48,17,409,2,0.64,0
159.6,9,85,1,14.84,0
212.53,13,727,1,13.98,0
185.06,14,88,2,14.92,0
269.84,5,969,2,8.76,0
130.91,10,973,1,9.92,0
116.93,5,570,1,4.95,0
103.28,23,732,1,8.51,0
15.51,10,220,1,6.45,0
82.32,7,186,3,10.38,0
148.26,17,178,0,15.29,0
132.03,17,436,3,3.65,0
43.21,20,1326,4,0.56,0
21.62,10,141,3,7.37,0
160.61,3,408,3,11.83,0
50.07,12,262,0,6.15,0
169.21,8,421,1,22.59,0
70.3,14,362,1,33.93,0
178.29,1,15,9,2.94,1
54.61,12,603,1,3.41,0
81.48,23,9,1,1.69,0
33.72,14,563,4,39.44,0
54.24,9,530,0,12.0,0
125.86,20,711,3,12.66,0
33.09,1,1056,1,11.88,0
21.54,4,118,0,14.0,0
338.01,3,705,1,7.37,0
50.3,19,2513,4,4.93,0
23.28,4,1240,2,18.55,0
90.48,13,559,2,27.06,0
65.26,19,67,1,1.12,0
129.63,16,575,4,20.89,0
13.16,16,123,2,7.81,0
221.62,3,259,4,8.12,0
43.29,10,560,4,40.55,0
128.73,2,210,2,5.3,0
186.26,14,513,3,11.53,0
95.38,15,379,1,30.96,0
17.9,13,4,3,2.29,0
223.0,7,111,0,13.26,0
84.63,3,340,2,23.51,0
103.03,0,1915,4,16.92,0
55.82,20,877,2,4.42,0
163.31,23,817,2,4.38,0
73.72,2,29,5,46.68,1
57.04,7,58,5,7.85,0
196.05,9,9,3,3.33,0
283.92,4,66,9,139.42,1
103.64,19,132,1,17.86,0
24.74,14,176,0,0.89,0
94.08,22,66,4,16.47,0
24.4,20,424,3,2.94,0
225.07,1,957,1,1.11,0
186.57,15,651,0,19.86,0
218.53,11,441,0,18.6,0
238.86,13,121,2,37.0,0
54.3,22,137,2,8.74,0
96.1,17,21,2,1.74,0
87.85,2,339,1,1.11,0
105.08,6,2419,0,37.04,0
62.68,21,116,2,2.37,0
245.27,2,99,2,5.13,0
32.71,0,451,5,13.39,0
69.5,9,242,0,3.81,0
144.05,2,65,1,12.91,0
81.37,17,1207,1,20.19,0
39.39,7,3,0,4.8,0
11.57,23,485,3,32.45,0
82.46,8,1093,2,4.25,0
123.91,10,189,1,0.92,0
170.85,1,277,0,13.97,0
62.15,23,125,1,6.71,0
41.99,6,155,3,51.87,0
96.11,23,58,2,17.53,0
97.92,22,1572,1,8.74,0
172.42,12,351,0,3.89,0
168.81,6,766,0,8.55,0
20.56,7,515,2,14.66,0
129.02,10,18,5,2.08,1
79.03,8,85,4,20.34,0
118.34,23,58,4,11.77,0
107.48,20,1504,1,5.63,0
162.47,4,737,4,1.64,0
186.93,18,11,2,29.7,0
107.27,18,188,3,7.52,0
93.87,7,76,2,24.04,0
79.34,14,327,1,12.97,0
124.53,6,449,1,9.78,0
69.46,17,275,2,6.61,0
224.53,13,1045,0,44.1,0
64.23,10,130,3,9.15,0
77.03,23,985,3,6.48,0
98.04,10,440,1,3.45,0
97.48,10,536,1,1.76,0
53.49,3,567,1,5.76,0
464.25,0,369,2,1.57,0
41.8,1,275,0,34.51,0
368.7,13,812,5,20.13,0
52.9,3,184,1,7.72,0
111.03,9,411,3,20.56,0
43.22,19,1300,2,29.17,0
79.69,23,529,2,16.99,0
124.82,16,396,2,4.86,0
88.59,14,86,1,57.87,0
54.38,9,237,1,3.02,0
186.3,9,491,2,16.85,0
23.83,11,293,2,17.05,0
233.16,14,24,1,42.48,0
162.19,2,1174,3,3.6,0
108.4,11,1254,0,18.84,0
40.48,2,173,0,10.44,0
63.5,5,71,3,12.06,0
107.03,5,114,4,11.9,0
112.24,15,53,2,0.09,0
70.82,12,2575,1,30.54,0
67.28,17,479,0,38.34,0
26.65,15,295,0,11.96,0
305.01,20,155,4,12.29,0
85.31,13,329,2,17.25,0
76.6,8,56,1,39.51,0
29.92,2,521,1,8.72,0
54.87,14,988,2,40.18,0
86.05,16,275,1,0.72,0
237.57,5,226,4,17.57,0
34.45,19,883,4,12.0,0
4.78,5,473,3,1.65,0
84.45,13,79,1,16.84,0
79.57,21,124,1,4.85,0
44.25,5,175,1,14.11,0
49.7,0,5,3,13.22,0
161.24,2,501,2,16.3,0
150.48,12,31,2,39.08,0
113.0,12,468,1,43.23,0
62.73,8,50,9,3.69,1
143.15,17,1228,4,22.22,0
53.62,4,392,2,129.17,0
64.44,12,189,0,24.81,0
72.56,17,693,0,3.94,0
25.18,4,999,1,8.16,0
255.46,23,124,1,15.08,0
134.38,2,1061,1,31.61,0
124.02,11,121,1,4.12,0
137.03,11,548,5,0.57,0
168.19,16,118,3,11.68,0
157.58,2,196,4,8.87,0
118.38,19,94,2,10.33,0
289.64,3,802,2,20.33,0
105.18,17,64,1,28.04,0
45.08,21,455,1,26.27,0
47.0,21,1273,3,14.09,0
67.5,19,59,2,10.92,0
62.59,12,15,3,0.42,0
112.98,23,179,2,0.5,0
62.75,9,192,4,20.93,0
114.0,14,53,12,43.91,1
157.5,0,293,2,2.11,0
96.89,6,562,3,11.31,0
28.71,2,84,5,51.19,0
149.03,21,936,4,6.25,0
144.15,16,12,3,0.0,0
31.15,15,34,1,8.82,0
56.87,4,109,4,8.33,0
206.31,22,805,2,4.0,0
165.54,12,9,4,6.34,0
18.93,6,155,2,2.85,0
70.85,8,976,2,57.55,0
217.43,13,55,2,28.44,0
37.68,23,719,1,1.72,0
74.34,14,816,5,17.64,0
38.52,17,1031,1,13.26,0
114.11,15,1242,2,3.09,0
19.56,10,98,2,21.27,0
236.2,19,141,2,14.32,0
44.22,1,1084,2,36.19,0
96.83,23,419,0,41.09,0
91.7,15,4,5,3.26,0
78.33,0,383,2,14.62,0
9.95,22,1211,4,31.41,0
24.34,13,1650,1,34.68,0
137.46,4,1068,0,8.92,0
117.46,23,190,4,17.04,1
82.29,7,309,0,5.19,0
43.91,12,120,2,1.51,0
23.91,10,731,1,0.97,0
152.55,3,412,1,0.54,0
26.46,14,70,4,4.36,0
23.88,5,3147,4,21.47,0
28.05,13,507,3,3.03,0
60.24,3,2538,1,4.85,0
60.43,7,742,1,13.83,0
109.34,22,279,0,0.99,0
19.15,2,39,5,24.29,0
22.51,8,414,3,23.83,0
181.07,20,32,2,2.6,0
58.49,8,317,1,3.05,0
39.63,3,250,2,4.19,0
50.46,17,370,2,1.81,0
116.01,9,277,5,2.34,0
44.64,19,700,4,35.98,0
176.76,23,186,6,7.95,0
132.33,18,984,4,4.53,0
28.74,8,433,2,10.32,0
40.17,10,654,1,2.31,0
39.93,20,223,0,32.52,0
91.03,11,187,2,6.39,0
94.58,21,797,0,3.69,0
183.2,10,133,4,15.23,0
123.01,16,52,2,14.04,0
30.68,4,52,2,10.58,0
154.08,16,328,2,1.56,0
208.83,10,746,2,8.67,0
405.55,20,142,1,28.72,0
143.43,4,678,0,21.69,0
92.06,15,76,4,44.1,0
19.89,21,235,4,14.92,0
140.32,5,3,0,14.2,0
145.84,8,413,0,3.97,0
50.19,16,1526,1,15.47,0
49.64,9,864,2,4.57,0
155.03,15,284,2,6.34,0
42.01,7,1461,3,18.57,0
81.01,11,162,10,42.09,1
105.03,11,420,3,7.35,0
71.05,19,72,4,24.2,0
161.95,21,143,6,11.92,0
313.46,6,179,1,22.49,0
116.86,11,448,1,19.23,0
74.2,9,254,2,9.99,0
276.66,19,315,1,1.83,0
262.31,21,23,1,2.61,0
80.45,4,336,1,2.47,0
56.96,22,3289,1,25.97,0
114.48,11,527,3,30.44,0
73.7,0,867,3,1.58,0
79.41,9,263,1,3.85,0
13.81,12,11,5,11.25,0
114.47,12,63,4,6.96,0
51.91,5,993,1,79.94,0
41.33,3,504,7,5.83,0
123.09,21,333,0,46.54,0
261.32,8,194,2,0.4,0
90.71,22,64,0,2.05,0
291.86,8,409,1,13.38,0
64.99,11,430,2,9.64,0
93.5,15,652,3,3.0,0
193.57,2,954,2,2.67,0
10.16,5,1495,1,15.62,0
75.71,5,18,10,12.67,1
92.83,15,171,3,5.17,0
91.28,8,1242,1,7.49,0
318.78,0,19,8,53.39,1
25.48,10,316,1,6.91,0
54.84,0,1518,3,12.1,0
79.95,21,98,0,15.04,0
102.85,8,1516,2,9.45,0
68.23,2,48,0,16.24,0
124.51,19,62,1,13.8,0
318.92,5,255,4,35.51,0
81.15,10,635,3,10.91,0
44.95,14,478,2,19.61,0
188.39,14,518,6,41.61,0
271.31,9,977,2,11.64,0
112.99,9,1489,2,1.17,0
77.45,22,1170,3,26.58,0
59.87,19,226,2,10.69,0
71.66,15,1747,6,3.49,0
31.22,8,192,3,11.47,0
102.82,20,190,1,8.05,0
243.93,3,452,1,0.75,0
24.06,18,1831,2,4.27,0
48.88,12,612,5,1.2,0
153.2,2,1240,3,35.06,0
39.88,22,36,1,16.86,0
144.86,18,271,0,15.16,0
190.5,6,392,4,3.96,0
66.36,18,71,2,0.85,0
84.15,0,2325,0,0.08,0
96.95,10,1,2,4.28,0
174.55,4,651,1,11.98,0
131.23,21,354,2,0.23,0
18.74,14,1409,1,13.19,0
50.95,6,1311,4,7.99,0
36.45,16,639,0,7.02,0
124.85,9,81,2,12.62,0
91.73,1,282,2,5.09,0
205.74,3,157,2,11.37,0
76.35,12,684,1,0.48,0
253.2,2,218,6,3.0,0
94.89,9,10,2,9.51,0
8.31,13,110,0,22.2,0
13.88,5,113,2,4.2,0
134.71,23,665,1,6.17,0
49.11,9,453,3,0.27,0
92.88,13,263,0,8.57,0
127.95,12,162,2,11.29,0
13.61,10,159,2,5.74,0
90.0,4,549,3,3.48,0
236.18,23,415,1,8.83,0
92.94,12,249,5,0.66,0
123.66,14,560,0,6.56,0
87.94,15,56,2,17.55,0
59.09,20,438,2,13.85,0
137.72,14,50,1,19.24,0
19.41,3,438,1,23.25,0
96.48,5,876,4,15.91,0
36.5,10,120,3,23.82,0
43.93,9,284,1,12.85,0
147.31,12,91,5,3.19,0
109.47,7,1496,2,1.86,0
21.25,13,22,1,33.19,0
34.72,1,375,1,5.4,0
112.47,6,890,0,7.75,0
190.28,5,1792,2,15.65,0
78.78,22,120,2,14.78,0
34.15,9,562,1,6.24,0
109.15,20,98,3,20.37,0
109.14,17,139,3,17.53,0
75.97,19,151,2,2.17,0
163.45,20,981,1,5.15,0
160.22,3,206,1,3.93,0
29.08,1,1211,0,27.06,0
315.6,5,195,4,20.05,0
84.98,11,306,3,6.9,0
42.34,0,762,1,0.44,0
244.41,6,621,2,2.41,0
85.78,12,31,1,26.02,0
84.65,2,276,3,0.6,0
47.99,17,128,1,36.91,0
162.6,0,61,10,14.18,1
64.32,3,127,3,42.99,0
77.88,16,244,1,2.69,0
51.15,10,1345,1,14.27,0
78.21,15,1239,4,28.81,0
65.26,18,169,3,16.31,0
37.59,6,430,1,9.44,0
92.82,2,1497,1,14.05,0
167.61,7,127,1,2.99,0
161.68,22,426,2,23.52,0
121.69,1,181,0,3.59,0
111.83,15,263,3,13.73,0
129.19,4,101,1,4.72,0
81.12,2,1357,0,52.5,0
59.11,18,439,5,27.39,0
240.7,16,609,3,26.74,0
46.83,22,226,3,35.44,0
54.5,0,45,2,1.18,0
31.22,15,296,0,27.42,0
184.93,19,30,10,24.79,1
24.84,3,33,2,8.52,0
107.57,14,46,5,8.28,0
93.97,9,419,1,46.33,0
53.62,8,109,3,2.06,0
108.12,10,217,1,20.72,0
11.84,2,11,1,33.51,0
41.35,17,73,3,35.23,0
50.06,9,574,2,2.47,0
61.36,17,78,3,1.21,0
83.0,23,1206,0,3.17,0
157.57,15,69,4,5.59,0
58.04,23,1192,0,5.68,0
74.03,19,426,3,5.67,0
26.53,14,626,2,10.88,0
16.54,5,68,3,3.01,0
227.4,22,89,3,27.99,0
43.48,21,3243,3,0.06,0
108.67,5,247,5,8.46,0
87.66,6,538,6,25.71,0
65.55,18,224,3,14.78,0
70.74,23,1,2,6.34,0
49.94,23,966,4,21.45,0
52.94,7,294,1,7.85,0
39.57,22,682,2,43.52,0
148.05,1,1776,2,3.97,0
110.79,1,221,2,12.7,0
84.03,0,19,9,93.14,1
33.73,4,18,1,17.79,0
50.9,5,111,1,15.94,0
80.05,19,455,2,6.79,0
155.32,16,1373,4,7.13,0
66.56,13,189,0,23.85,0
205.27,19,1189,1,4.47,0
203.0,14,933,3,9.8,0
34.64,11,953,2,2.57,0
195.4,14,357,0,9.08,0
66.12,3,633,2,5.92,0
89.59,11,136,2,3.1,0
92.31,7,416,1,13.72,0
24.47,11,191,2,19.77,0
152.91,4,61,8,29.05,1
78.6,6,870,2,2.36,0
38.24,13,150,1,16.3,0
27.01,1,1292,0,28.63,0
83.84,12,1611,3,20.95,0
70.49,22,697,1,7.72,0
18.7,8,133,3,12.03,0
64.03,5,597,1,23.65,0
160.46,17,361,2,4.3,0
50.0,21,876,1,15.14,0
27.3,5,52,3,57.88,0
130.86,21,174,2,0.58,0
111.85,1,552,2,18.48,0
44.86,2,1231,1,41.49,0
139.51,8,337,0,22.51,0
58.72,14,22,4,11.09,0
210.71,22,354,0,16.16,0
89.44,15,249,3,33.62,0
187.36,10,755,2,12.97,0
15.24,1,228,1,7.69,0
60.52,8,871,3,26.29,0
73.32,6,15,1,19.86,0
25.16,16,270,0,9.39,0
49.08,3,574,0,25.14,0
13.69,22,110,2,6.13,0
74.65,22,66,5,3.91,0
86.38,4,1679,0,30.1,0
35.74,7,2266,1,0.04,0
84.69,15,65,2,11.67,0
78.54,5,2029,2,12.57,0
152.93,12,892,2,25.64,0
71.63,13,323,3,19.94,0
41.18,7,340,0,36.14,0
108.14,7,241,1,7.92,0
157.68,14,783,2,2.44,0
84.12,22,434,2,34.25,0
140.35,0,18,10,130.36,1
192.12,13,512,0,5.35,0
87.26,10,129,1,4.12,0
34.8,4,418,1,29.79,0
102.55,19,953,0,9.7,0
77.4,5,585,5,25.06,0
62.14,6,634,1,8.67,0
173.35,19,2216,0,21.38,0
41.48,3,56,2,22.82,0
41.47,2,1240,1,12.45,0
41.79,13,14,1,5.88,0
68.9,22,131,1,0.66,0
112.6,13,498,5,4.88,0
228.28,3,1313,3,2.08,0
56.9,4,1048,1,3.59,0
363.11,20,71,4,16.98,0
217.42,19,791,4,2.73,0
23.05,18,415,1,33.79,0
38.47,0,79,3,37.11,0
197.87,21,2446,2,30.66,0
23.35,2,429,0,16.71,0
79.33,18,1528,3,28.78,0
94.7,8,149,4,15.63,0
35.82,7,14,3,2.09,0
90.15,8,12,3,4.63,0
251.68,8,483,3,8.34,0
32.71,5,179,5,5.06,0
25.51,20,175,1,17.23,0
73.98,8,108,7,15.5,0
61.75,5,163,3,4.69,0
95.98,15,51,1,11.08,0
71.24,19,580,1,2.59,0
130.18,6,735,1,5.23,0
154.58,11,808,3,3.14,0
69.38,12,374,1,10.54,0
26.65,3,443,1,11.34,0
99.8,6,388,1,68.55,0
176.25,12,74,0,38.04,0
8.54,14,457,1,2.77,0
21.71,19,333,0,11.72,0
63.29,0,217,1,25.95,0
80.24,16,88,1,21.72,0
11.73,7,244,1,5.53,0
191.49,22,404,0,21.9,0
183.66,9,654,5,0.1,0
112.63,3,580,4,8.48,0
65.1,15,540,4,23.93,0
227.2,20,86,2,9.29,0
104.41,5,214,2,11.28,0
65.38,13,161,1,19.58,0
32.47,8,1147,2,22.94,0
283.67,12,201,3,6.77,0
84.25,17,53,1,0.68,0
51.14,14,496,1,36.8,0
483.69,17,321,2,2.97,0
57.76,5,581,1,12.31,0
54.5,15,50,9,6.18,1
341.48,19,490,3,14.38,0
84.39,21,1857,4,14.81,0
130.08,21,708,3,2.22,0
105.95,1,39,3,33.24,1
42.4,11,60,1,9.56,0
121.03,4,1275,1,25.06,0
86.56,10,1489,3,25.65,0
191.54,4,105,3,8.8,0
132.42,1,405,2,0.91,0
130.36,9,35,4,9.96,0
23.13,5,1628,3,8.6,0
137.81,16,129,0,2.35,0
34.92,4,36,1,33.35,0
87.87,11,186,3,7.87,0
69.01,2,250,3,8.11,0
161.95,1,145,1,4.53,0
116.26,9,114,0,5.39,0
3.62,2,164,7,1.21,1
102.6,1,324,3,9.76,0
81.05,11,797,4,28.04,0
193.47,1,419,0,5.22,0
98.7,20,41,0,0.88,0
149.62,4,775,4,22.09,0
47.96,2,23,2,39.09,0
22.67,13,265,2,4.17,0
79.45,4,809,2,0.83,0
66.76,16,158,1,1.88,0
28.03,11,1492,2,23.21,0
358.4,7,886,3,21.51,0
26.94,15,718,3,18.94,0
132.42,12,324,0,11.91,0
59.8,23,58,1,3.37,0
107.85,16,764,1,14.81,0
24.08,3,188,4,2.0,0
130.19,23,4,0,35.88,0
65.72,22,495,4,37.79,0
90.97,2,427,2,44.27,0
49.45,18,90,4,15.76,0
206.63,12,246,1,15.47,0
99.94,4,334,5,0.53,0
78.05,10,866,2,39.9,0
46.03,20,544,1,2.85,0
162.88,5,85,2,3.97,0
43.04,13,336,1,12.35,0
126.22,5,654,0,0.68,0
117.7,16,311,2,23.9,0
155.68,17,6,9,25.15,1
143.83,13,401,1,5.89,0
153.22,18,340,2,34.8,0
157.49,1,62,2,43.42,0
20.58,5,50,0,21.97,0
116.2,22,604,0,21.36,0
20.91,4,163,2,2.86,0
74.79,14,364,1,2.09,0
53.53,11,340,2,9.04,0
112.59,21,396,1,9.77,0
23.97,3,39,6,74.17,1
80.48,7,7,2,17.76,0
63.91,19,18,3,1.47,0
119.77,5,9,1,33.61,0
75.13,18,114,2,17.54,0
18.75,0,691,1,17.46,0
66.71,14,75,5,10.38,0
198.03,22,66,10,87.77,1
69.71,8,717,1,13.71,0
244.74,9,58,2,17.79,0
181.71,0,399,7,16.16,0
128.48,22,455,2,7.89,0
26.24,6,228,1,9.4,0
86.95,17,447,3,1.53,0
118.63,4,1683,2,2.25,0
123.14,11,1531,0,19.87,0
162.68,3,43,3,7.32,0
139.35,21,337,3,61.35,0
73.71,18,2048,4,27.09,0
86.14,0,610,2,37.49,0
16.42,17,926,4,11.83,0
32.14,23,133,4,43.07,0
72.17,0,428,2,20.95,0
143.65,15,92,3,7.8,0
216.74,2,2308,1,0.93,0
50.46,21,991,1,13.17,0
55.62,15,212,2,17.75,0
55.6,4,504,1,12.85,0
237.07,4,1441,1,10.01,0
30.59,18,315,1,3.42,0
6.83,5,351,1,0.1,0
106.79,18,98,4,10.26,0
59.6,20,430,1,1.8,0
7.6,7,388,2,14.44,0
239.98,22,46,2,18.57,0
53.46,11,242,1,26.23,0
52.84,3,662,1,12.11,0
81.1,22,181,2,1.87,0
109.1,21,633,3,0.58,0
117.62,10,246,2,2.91,0
268.57,7,1125,0,4.68,0
180.17,3,409,0,0.83,0
87.54,4,100,1,1.2,0
74.0,18,2091,3,4.56,0
164.26,23,662,0,9.08,0
72.1,9,471,3,6.34,0
34.32,11,359,1,7.95,0
209.76,23,1260,0,24.09,0
75.21,8,142,1,19.68,0
80.97,5,108,2,21.72,0
143.34,5,625,4,38.04,0
336.09,11,466,2,1.8,0
70.03,19,715,3,0.07,0
43.0,23,141,2,4.4,0
140.68,13,248,2,2.94,0
14.51,9,356,6,22.78,0
133.49,13,1187,3,8.19,0
29.82,17,529,2,4.65,0
83.46,12,308,1,10.83,0
147.04,13,192,3,11.42,0
34.28,4,128,1,5.21,0
115.78,16,1137,3,6.15,0
246.72,3,70,1,2.49,0
69.13,5,104,0,4.04,0
79.8,1,850,3,25.91,0
21.84,23,330,3,6.8,0
56.48,7,193,1,42.96,0
59.31,2,188,4,13.12,0
82.56,18,48,1,37.55,0
49.48,11,244,5,4.82,0
112.67,18,616,0,16.86,0
166.58,2,180,1,7.46,0
40.88,13,641,0,2.05,0
58.59,15,314,0,18.88,0
61.84,22,125,5,21.36,0
140.67,22,380,0,32.99,0
38.8,12,630,4,4.78,0
13.28,12,90,1,3.66,0
44.81,18,22,3,38.41,0
33.5,8,861,2,15.51,0
84.85,9,71,1,7.77,0
139.4,20,1301,1,17.0,0
122.26,23,204,4,1.71,0
233.09,3,114,1,6.27,0
139.8,8,150,1,7.82,0
59.23,5,1049,1,23.61,0
407.51,23,12,2,1.32,0
34.78,12,326,2,9.2,0
53.64,9,794,3,6.05,0
39.13,3,781,5,19.55,0
52.28,7,313,2,58.19,0
87.97,3,0,9,65.45,1
135.78,2,403,2,0.34,0
7.09,19,325,1,31.58,0
35.59,21,40,3,4.34,0
90.73,15,1707,2,14.67,0
206.37,9,52,0,12.05,0
77.94,0,175,1,34.06,0
114.05,4,88,0,14.42,0
73.72,6,1791,4,35.77,0
114.11,14,1220,2,3.08,0
66.1,19,507,2,11.15,0
36.31,11,1528,5,18.22,0
115.54,6,346,2,2.74,0
46.48,7,8,3,5.95,0
102.99,9,655,5,131.36,0
160.74,1,1057,2,14.02,0
111.32,2,866,2,1.71,0
59.61,22,57,2,0.64,0
74.53,6,109,2,26.75,0
82.97,15,166,1,3.33,0
38.81,16,50,1,4.86,0
225.16,6,27,3,1.44,0
112.12,23,752,2,16.58,0
50.8,11,97,0,29.66,0
220.78,15,807,1,19.02,0
26.62,1,979,2,26.55,0
69.44,0,122,2,9.8,0
84.83,13,288,1,25.99,0
159.63,9,190,3,18.94,0
63.44,19,1541,0,0.58,0
78.72,17,160,1,18.08,0
53.79,1,26,2,39.38,0
139.98,8,51,10,31.74,1
99.2,10,270,3,0.77,0
20.88,22,111,0,2.2,0
48.44,15,133,0,6.25,0
48.2,23,838,1,52.8,0
87.81,14,528,0,10.82,0
81.32,18,157,0,5.36,0
20.04,16,709,3,10.65,0
77.7,9,594,2,10.42,0
57.05,10,331,0,9.44,0
194.71,3,617,2,6.43,0
194.2,18,413,2,1.41,0
71.72,21,1349,0,9.27,0
79.14,19,1278,1,3.75,0
29.34,23,203,0,1.84,0
106.51,4,445,2,4.58,0
84.7,21,47,1,59.19,0
34.91,5,294,3,19.5,0
156.72,3,424,0,8.09,0
103.7,21,945,0,1.46,0
35.25,10,484,5,2.31,0
37.33,3,487,2,27.68,0
59.02,13,646,1,20.66,0
118.7,9,270,4,27.36,0
78.99,8,513,4,11.16,0
59.25,15,1181,3,1.47,0
368.73,18,147,2,16.2,0
226.62,18,1725,3,16.3,0
122.9,17,362,1,33.87,0
28.78,3,144,3,0.31,0
110.69,19,881,2,2.3,0
62.2,23,25,3,6.47,0
100.7,3,961,2,3.32,0
107.84,11,146,2,3.54,0
91.69,18,546,6,34.73,0
125.02,20,145,4,24.05,0
137.36,11,260,3,0.1,0
57.41,16,229,4,1.29,0
15.83,8,2,2,3.01,0
128.96,6,1098,3,2.62,0
78.53,13,1675,5,7.35,0
102.33,17,58,1,8.5,0
42.41,17,109,3,44.78,0
130.58,7,318,0,40.18,0
19.67,5,768,2,1.69,0
153.92,12,57,1,0.13,0
36.86,22,523,5,14.17,0
185.84,22,389,0,2.1,0
69.31,23,1005,4,27.0,0
197.29,12,142,3,8.41,0
71.9,2,21,0,3.22,0
22.61,8,394,4,67.42,0
32.78,15,53,2,22.3,0
94.57,17,1228,1,5.99,0
63.91,23,15,4,0.82,0
115.93,15,5,0,10.25,0
32.0,4,118,5,41.18,0
172.73,2,176,1,11.32,0
60.45,12,120,1,4.88,0
298.51,21,2183,2,11.96,0
166.32,18,1942,2,12.53,0
130.76,18,836,1,11.21,0
48.52,19,322,1,53.21,0
58.5,16,753,2,16.74,0
176.11,22,329,4,25.3,0
65.08,17,63,0,14.75,0
58.58,22,254,3,41.52,0
86.66,15,39,3,5.24,0
66.88,20,54,2,18.69,0
64.95,22,361,1,12.69,0
94.56,1,198,1,16.01,0
141.19,1,738,3,2.73,0
126.88,18,250,1,95.72,0
93.4,22,135,2,8.79,0
170.92,2,1333,2,3.6,0
415.53,1,389,2,24.04,0
140.33,20,355,3,26.76,0
109.97,5,81,2,6.1,0
110.62,4,201,0,27.09,0
178.21,4,1658,1,45.91,0
111.32,17,794,4,38.96,0
136.93,15,522,3,2.0,0
23.29,17,62,1,0.28,0
86.59,15,435,2,26.6,0
80.49,5,100,3,9.52,0
219.12,7,446,2,30.4,0
42.76,7,1240,3,4.13,0
229.3,2,85,4,0.58,0
14.71,20,126,9,2.46,1
234.28,0,510,3,17.31,0
135.35,2,1875,3,6.15,0
37.41,19,209,3,8.77,0
62.21,20,259,0,17.44,0
68.13,13,55,1,71.63,0
67.93,7,210,1,63.96,0
29.48,19,890,1,7.49,0
52.44,21,518,2,19.46,0
118.69,12,547,3,16.47,0
26.39,7,138,1,10.31,0
41.62,21,654,3,4.78,0
182.53,8,240,1,10.8,0
98.06,22,633,4,40.87,0
185.91,11,34,0,40.02,0
28.84,15,237,0,20.31,0
240.65,12,378,2,16.14,0
235.96,1,274,2,20.28,0
130.75,6,179,2,3.24,0
115.68,0,620,2,1.77,0
72.06,3,76,4,5.94,0
177.6,11,1018,3,3.55,0
54.17,23,241,1,26.96,0
95.47,6,92,1,22.2,0
278.47,23,58,4,85.83,0
127.62,7,13,5,26.51,0
26.05,14,83,3,19.44,0
27.11,5,613,0,3.41,0
12.83,11,169,2,12.71,0
100.34,15,246,0,13.51,0
18.15,14,296,2,12.83,0
44.28,21,386,4,16.76,0
62.27,15,91,2,25.71,0
68.17,0,112,3,10.79,0
95.23,22,207,1,0.21,0
181.47,17,51,2,4.68,0
188.62,12,1145,4,41.58,0
61.91,15,256,2,8.5,0
84.59,7,546,2,13.62,0
89.08,18,771,3,48.7,0
29.19,2,169,2,3.33,0
169.18,15,438,3,9.92,0
91.17,20,561,2,7.73,0
134.63,11,406,4,11.14,0
63.45,14,1160,1,20.67,0
18.37,2,642,1,1.06,0
88.5,16,168,4,30.2,0
63.02,4,10,1,4.38,0
117.93,10,812,5,18.29,0
104.14,10,486,0,29.1,0
95.84,8,19,1,31.21,0
71.94,20,917,2,0.55,0
56.09,4,186,3,7.58,0
166.88,8,1533,4,28.66,0
182.44,10,104,0,1.52,0
154.69,3,307,2,11.45,0
386.48,16,1883,1,0.37,0
54.03,12,149,6,12.98,0
168.32,22,241,1,18.64,0
356.22,22,193,1,9.53,0
106.68,5,276,4,5.09,0
102.28,19,539,3,6.82,0
14.68,8,866,2,13.32,0
130.26,17,520,0,37.86,0
43.74,23,115,4,2.63,0
106.34,21,86,4,9.88,0
116.47,22,20,1,7.97,0
141.01,12,144,2,3.83,0
67.84,4,336,2,6.66,0
41.24,3,369,1,16.87,0
58.46,12,404,5,7.5,0
5.43,7,37,3,45.45,0
103.98,11,732,2,13.08,0
84.38,16,283,2,16.9,0
231.62,9,190,1,5.14,0
96.52,12,722,3,1.42,0
36.27,12,2987,3,34.1,0
128.22,3,284,2,34.93,0
42.89,7,377,2,23.67,0
176.5,21,2123,2,7.14,0
67.8,11,599,3,2.62,0
105.08,1,1113,1,5.61,0
113.04,1,446,1,15.19,0
207.01,1,63,5,10.51,0
119.25,16,555,0,13.15,0
43.51,13,203,2,7.23,0
111.88,10,15,1,23.69,0
117.18,4,50,2,23.07,0
94.14,18,776,1,4.76,0
141.19,0,232,2,25.67,0
20.7,17,536,3,33.9,0
233.37,13,214,1,29.44,0
269.6,5,74,3,28.09,0
50.44,1,543,4,6.26,0
139.24,3,1155,1,53.58,0
69.07,3,275,2,16.38,0
99.63,22,756,3,31.44,0
53.59,6,316,2,38.65,0
187.33,2,236,3,8.0,0
140.41,13,102,1,9.19,0
56.55,23,65,2,4.52,0
204.5,13,126,1,16.0,0
168.74,13,493,3,6.09,0
80.76,10,15,0,29.09,0
146.24,23,777,1,5.66,0
113.84,1,179,3,16.22,0
140.2,5,125,2,1.04,0
